gene,group,Bin,Bucket,Lump,Quality
RIT2,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
NRCAM,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
HMGCR,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
FLRT2,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
DNER,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
IDI1,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
GABBR2,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
MPZL1,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
SCUBE1,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
SEC11C,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
ELAVL2,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
TMEM145,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
HS6ST2,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
SCD,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
SLC6A2,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
SCGN,Branch A4 (IN),Neural,Neural-Glia,Stromal,
ENC1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
SSTR2,Branch A4 (IN),Neural,Neural-Glia,Stromal,
FILIP1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
CNGB1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
TMOD1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
GNG8,Branch A4 (IN),Neural,Neural-Glia,Stromal,
VIP,Branch A4 (IN),Neural,Neural-Glia,Stromal,
AKAP13,Branch A4 (IN),Neural,Neural-Glia,Stromal,
CXXC5,Branch A4 (IN),Neural,Neural-Glia,Stromal,
ALDH1A3,Branch A4 (IN),Neural,Neural-Glia,Stromal,
GAL,Branch A4 (IN),Neural,Neural-Glia,Stromal,
PLXNA2,Branch A4 (IN),Neural,Neural-Glia,Stromal,
CPLX2,Branch A4 (IN),Neural,Neural-Glia,Stromal,
CREB5,Branch A4 (IN),Neural,Neural-Glia,Stromal,
KIF26A,Branch A4 (IN),Neural,Neural-Glia,Stromal,
FGF1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
ETV1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
RNASE1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
PIRT,Branch A4 (IN),Neural,Neural-Glia,Stromal,
PTGIR,Branch A4 (IN),Neural,Neural-Glia,Stromal,
NEUROD6,Branch A4 (IN),Neural,Neural-Glia,Stromal,
APLP2,Branch A4 (IN),Neural,Neural-Glia,Stromal,
NCOA7,Branch A4 (IN),Neural,Neural-Glia,Stromal,
MAP3K1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
FERMT2,Branch A4 (IN),Neural,Neural-Glia,Stromal,
ADGRL1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
ALCAM,Branch A4 (IN),Neural,Neural-Glia,Stromal,
RIMS3,Branch A4 (IN),Neural,Neural-Glia,Stromal,
KCNMA1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
PARM1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
CALM1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
ZYX,Branch A4 (IN),Neural,Neural-Glia,Stromal,
TRIB2,Branch A4 (IN),Neural,Neural-Glia,Stromal,
ROBO1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
FHOD3,Branch A4 (IN),Neural,Neural-Glia,Stromal,
NR2F1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
BCL2,Branch A4 (IN),Neural,Neural-Glia,Stromal,
CTNNA2,Branch A4 (IN),Neural,Neural-Glia,Stromal,
UNC5B,Branch A4 (IN),Neural,Neural-Glia,Stromal,
FGD4,Branch A4 (IN),Neural,Neural-Glia,Stromal,
CAMK4,Branch A4 (IN),Neural,Neural-Glia,Stromal,
PLEKHA5,Branch A4 (IN),Neural,Neural-Glia,Stromal,
ZMAT4,Branch A4 (IN),Neural,Neural-Glia,Stromal,
LPGAT1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
GCGR,Branch A4 (IN),Neural,Neural-Glia,Stromal,
HS6ST1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
PLCE1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
UBE2H,Branch A4 (IN),Neural,Neural-Glia,Stromal,
CLASP1,Branch A4 (IN),Neural,Neural-Glia,Stromal,
LINC00682,Branch B1 (eMN),Neural,Neural-Glia,Stromal,
RAMP1,Branch B1 (eMN),Neural,Neural-Glia,Stromal,
NXPH4,Branch B1 (eMN),Neural,Neural-Glia,Stromal,
AC105389.3,Branch B1 (eMN),Neural,Neural-Glia,Stromal,
NDUFA4L2,Branch B1 (eMN),Neural,Neural-Glia,Stromal,
HEBP2,Branch B2 (eMN),Neural,Neural-Glia,Stromal,
RGS7,Branch B2 (eMN),Neural,Neural-Glia,Stromal,
NRP2,Branch B2 (eMN),Neural,Neural-Glia,Stromal,
PLPP4,Branch B2 (eMN),Neural,Neural-Glia,Stromal,
AKAP7,Branch B2 (eMN),Neural,Neural-Glia,Stromal,
HTR7,Branch B2 (eMN),Neural,Neural-Glia,Stromal,
HOXB5,Branch B2 (eMN),Neural,Neural-Glia,Stromal,
SH3GL2,Branch B2 (eMN),Neural,Neural-Glia,Stromal,
DRGX,Branch B2 (eMN),Neural,Neural-Glia,Stromal,
VSTM2L,Branch B2 (eMN),Neural,Neural-Glia,Stromal,
OLFM1,Branch B2 (eMN),Neural,Neural-Glia,Stromal,
LAPTM5,Branch B2 (eMN),Neural,Neural-Glia,Stromal,
CHRNA7,Branch B2 (eMN),Neural,Neural-Glia,Stromal,
EFNA3,Branch B2 (eMN),Neural,Neural-Glia,Stromal,
ZFHX2,Branch B2 (eMN),Neural,Neural-Glia,Stromal,
DGKG,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
DLX3,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
GUCY1A2,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
TCF7L2,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
NECAB2,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
FSTL5,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
FGF13,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
PLSCR1,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
SPOCK3,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
PCDH8,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
PRKG1,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
JAKMIP1,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
LUZP2,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
ZNF804A,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
UCHL1,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
GUCY1A1,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
HCFC1R1,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
GABARAP,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
TP53I11,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
VAT1,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
NDUFV3,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
DGKH,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
SKAP2,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
CNTNAP5,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
CYB5A,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
YWHAZ,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
BEX5,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
RBFOX1,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
KCTD16,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
TMTC2,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
PLCB3,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
CPNE8,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
ISOC1,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
BTBD6,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
PCGF1,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
DNAJC12,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
LDB2,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
COX14,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
RND3,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
PTBP2,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
GABRG2,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
SCRN1,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
GLUD1,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
PIP4P2,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
LRFN5,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
DUBR,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
RGS9,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
RBFOX3,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
C12orf73,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
ROBO2,Branch B3 (IPAN),Neural,Neural-Glia,Stromal,
COL20A1,Differentiating glia,Glia,Neural-Glia,Stromal,
MMP2,Differentiating glia,Glia,Neural-Glia,Stromal,
ALDH1A1,Differentiating glia,Glia,Neural-Glia,Stromal,
AL031430.1,Differentiating glia,Glia,Neural-Glia,Stromal,
FILIP1L,Differentiating glia,Glia,Neural-Glia,Stromal,
S100A16,Differentiating glia,Glia,Neural-Glia,Stromal,
CCL2,Differentiating glia,Glia,Neural-Glia,Stromal,
PLEKHA4,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
LAMB1,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
EGFL8,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
MBP,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
S100B,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
NR4A2,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
FAM198B,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
GFRA3,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
COL14A1,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
OLFML2B,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
TSC22D4,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
COL3A1,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
NR2F2,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
RNF130,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
C1orf198,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
FLRT3,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
JUN,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
MIA,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
LAMC1,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
RGCC,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
RHOJ,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
CADM4,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
APOA1,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
ITGA6,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
RXRG,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
PGM1,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
ITIH5,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
WWTR1,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
RGS10,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
COL4A1,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
SESN3,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
MARCKS,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
NID2,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
CNP,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
SPHK1,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
OAF,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
CUEDC2,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
LAMA2,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
H2AFJ,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
TGFBR3,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
COL4A2,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
PPT2-EGFL8,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
FOSB,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
ZNF503,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
DHH,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
PPP1R15A,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
COL1A1,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
COL1A2,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
NR4A1,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
TENM3,Glia 1 (DHH+),Glia,Neural-Glia,Stromal,
TFAP2A,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
PLAT,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
NLGN4X,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
PLAC9,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
NES,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
ID3,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
SCRG1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
CYTL1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
ELN,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
PTN,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
PDLIM1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
MOXD1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
CD44,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
SFRP1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
FBN1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
HES4,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
MAPRE2,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
BGN,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
ETS1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
COL15A1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
RASSF4,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
CDC42EP1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
ATP2B1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
COL11A1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
SOX8,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
BMP8B,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
EVA1A,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
MYLIP,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
TAGLN2,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
ITGA1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
CBR1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
TIMP3,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
LPL,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
TGFB1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
MEF2C,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
EMP1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
SOX13,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
TMEM132B,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
ADAM23,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
ADAMTS6,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
IL1RAP,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
TGFBI,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
CLDN1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
FAM126A,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
CRYAB,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
GPR17,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
PLPP1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
AQP1,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
SYNPR,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
HEY2,Glia 2 (ELN+),Glia,Neural-Glia,Stromal,
BCAN,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
APOE,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
PAQR6,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
TPD52L1,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
TF,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
LURAP1L,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
FRZB,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
IGFBP4,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
LYPD1,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
RLBP1,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
MFSD2A,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
CDC42EP4,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
PACSIN3,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
SERPINE2,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
WDR86,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
DBI,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
CALCB,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
DIRAS3,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
TBC1D10A,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
COL12A1,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
LITAF,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
BAG2,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
NFIA,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
CRYM,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
TMEM51,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
P4HA1,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
NKAIN3,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
ENTPD2,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
CERS4,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
SAT1,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
ALOX15,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
BTC,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
PPFIBP1,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
LTBP1,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
LGALS3,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
LMAN1,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
CHST6,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
BGLAP,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
FBLN2,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
LAMP5,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
FAP,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
CALCA,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
PCSK5,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
GPC1,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
NEDD9,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
SPATS2L,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
LAMA3,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
STK17A,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
NGF,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
RARG,Glia 3 (BCAN+),Glia,Neural-Glia,Stromal,
RABEPK,Neuroblast,Neuroblast,Neural-Glia,Stromal,
PMF1,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
HMGA2,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
UHRF1,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
MCM3,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
CDCA7,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
BLOC1S1,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
CCNG1,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
MCM5,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
AIF1L,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
STXBP6,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
IPO5,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
MGST1,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
MCM6,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
MRPL12,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
MCMBP,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
NPM3,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
UGDH,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
HELLS,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
9-Sep,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
ELAVL1,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
PYCR1,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
GGA2,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
SPART,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
MED4,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
CHD1,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
RPA1,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
USP10,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
FBLN1,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
POSTN,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
DVL2,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
C5orf30,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
ARPC1A,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
KNOP1,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
MPHOSPH6,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
MRPL50,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
PRPF38B,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
SLC16A1,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
GINS2,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
MMS22L,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
BCL2L12,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
GJC1,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
CCDC14,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
MYH10,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
XRCC2,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
CELF2,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
RBM14,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
EXOSC3,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
PPIL1,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
MCM2,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
JPT2,cycling ENCC/glia,Glia,Neural-Glia,Stromal,
HIST1H4C,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
UBE2S,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
UBE2T,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
UBE2C,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
HMGN2,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
H1FX,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
TUBB4B,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
TYMS,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
TOP2A,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
CDK1,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
TMSB15A,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
RNASEH2A,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
H2AFV,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
RRM2,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
MAD2L1,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
CKS2,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
NUSAP1,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
HMGB2,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
ZWINT,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
PBK,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
H2AFX,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
CMC2,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
SPC25,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
NDC80,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
HIST1H1D,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
CDC25C,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
HIST1H1A,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
PIMREG,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
CDCA3,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
HIST1H1E,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
TUBA1B,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
TPX2,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
HIST1H2AI,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
KIF22,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
ARL6IP1,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
SRSF10,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
CCNB2,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
HES6,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
SMC4,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
MXD3,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
CDCA4,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
SHMT2,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
BIRC5,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
HNRNPA3,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
PTTG1,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
EEF1G,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
HMGB3,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
PRC1,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
HNRNPA2B1,cycling neuroblast,Neuroblast,Neural-Glia,Stromal,
